Vessel,VesselID,CT1,CT1Label,CT1ID,BGene1,BGene1Label,BGene1ID,BGene2,BGene2Label,BGene2ID,BGene3,BGene3Label,BGene3ID,BGene4,BGene4Label,BGene4ID,PathFromHeart
superior cerebellar artery,UBERON:0001635,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;superior cerebellar artery
superior cerebellar vein,UBERON:0001669,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;superior cerebellar vein
superior cerebellar vein,UBERON:0001669,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;superior cerebellar vein
superior cerebral vein,UBERON:0035150,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus;superior cerebral vein
superior cerebral vein,UBERON:0035150,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus;superior cerebral vein
superior choroid vein,FMA:51329,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;internal cerebral vein;superior choroid vein
superior choroid vein,FMA:51329,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;internal cerebral vein;superior choroid vein
superior epigastric artery,UBERON:0007153,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;superior epigastric artery
superior epigastric artery,UBERON:0007153,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;superior epigastric artery
superior epigastric artery,UBERON:0007153,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;superior epigastric artery
superior epigastric artery,UBERON:0007153,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;superior epigastric artery
superior epigastric vein,UBERON:0007155,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;superior epigastric vein
superior epigastric vein,UBERON:0007155,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;superior epigastric vein
superior gluteal artery,UBERON:0001315,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery
superior gluteal artery,UBERON:0001315,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery
superior gluteal artery,UBERON:0001315,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery
superior gluteal artery,UBERON:0001315,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery
superior gluteal vein,FMA:18908,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;internal iliac vein;superior gluteal vein
superior gluteal vein,FMA:18908,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;internal iliac vein;superior gluteal vein
superior hypophyseal artery,UBERON:0035404,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery
superior hypophyseal artery,UBERON:0035404,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery
superior hypophyseal artery,UBERON:0035404,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery
superior hypophyseal artery,UBERON:0035404,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery
superior intercostal vein,UBERON:0012194,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;azygos vein;superior intercostal vein
superior intercostal vein,UBERON:0012194,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;azygos vein;superior intercostal vein
superior labial artery,UBERON:0003470,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;superior labial artery
superior labial artery,UBERON:0003470,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;superior labial artery
superior labial artery,UBERON:0003470,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;superior labial artery
superior labial artery,UBERON:0003470,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;superior labial artery
superior labial vein,UBERON:0003477,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;facial vein;superior labial vein
superior labial vein,UBERON:0003477,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;facial vein;superior labial vein
superior laryngeal artery,FMA:49480,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;superior laryngeal artery
superior laryngeal artery,FMA:49480,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;superior laryngeal artery
superior laryngeal artery,FMA:49480,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;superior laryngeal artery
superior laryngeal artery,FMA:49480,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;superior laryngeal artery
superior laryngeal vein,FMA:14324,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior thyroid vein;superior laryngeal vein
superior laryngeal vein,FMA:14324,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior thyroid vein;superior laryngeal vein
superior left bronchial artery,FMA:4146,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;superior left bronchial artery
superior left bronchial artery,FMA:4146,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;superior left bronchial artery
superior left bronchial artery,FMA:4146,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;superior left bronchial artery
superior left bronchial artery,FMA:4146,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;superior left bronchial artery
superior lingular segmental artery of left lung,FMA:8639,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right ventricle;pulmonary trunk;left pulmonary artery;left interlobar pulmonary artery;lingular artery of left lung;superior lingular segmental artery of left lung
superior lingular segmental artery of left lung,FMA:8639,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,right ventricle;pulmonary trunk;left pulmonary artery;left interlobar pulmonary artery;lingular artery of left lung;superior lingular segmental artery of left lung
superior lingular segmental artery of left lung,FMA:8639,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,right ventricle;pulmonary trunk;left pulmonary artery;left interlobar pulmonary artery;lingular artery of left lung;superior lingular segmental artery of left lung
superior lingular segmental artery of left lung,FMA:8639,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,right ventricle;pulmonary trunk;left pulmonary artery;left interlobar pulmonary artery;lingular artery of left lung;superior lingular segmental artery of left lung
superior lobar artery of spleen,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;splenic artery;superior lobar artery of spleen
superior lobar artery of spleen,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;splenic artery;superior lobar artery of spleen
superior lobar artery of spleen,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;splenic artery;superior lobar artery of spleen
superior lobar artery of spleen,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;splenic artery;superior lobar artery of spleen
superior mesenteric artery,UBERON:0001182,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery
superior mesenteric artery,UBERON:0001182,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery
superior mesenteric artery,UBERON:0001182,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery
superior mesenteric artery,UBERON:0001182,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery
superior mesenteric vein,UBERON:0001138,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein;left lateral hepatic portal vein;left hepatic portal vein;hepatic portal vein;superior mesenteric vein
